movie_id,tmdb_id,imdb_id,title,original_title,adult,budget,genres,homepage,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,vote_average,vote_count
adventures+of+zatichi+1964,54272,tt0164984,Adventures of Zatôichi,座頭市関所破り,False,0,"Adventure, Action, Drama",null,ja,"Blind swordsman/masseuse Zatoichi befriends a young woman looking for her father, a village leader who has disappeared. As he helps her investigate the disappearance, Zatoichi also becomes involved with another young woman who is trying to help her brother, who has murdered someone at about the same time and place as the missing man was last seen.",1.112057,/m8JWA6tPYpSrOOfPEHpZKxVcn8C.jpg,Daiei Studios,Japan,1964-12-30,0,86,日本語,Released,6.3,10
fargo+1996,275,tt0116282,Fargo,Fargo,False,7000000,"Crime, Drama, Thriller",http://www.themoviefargo.com/,en,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",12.61469,/pyEkyYgtyjOX1R9EYyUcgbK1sTn.jpg,"PolyGram Filmed Entertainment, Working Title Films",United States of America,1996-04-05,60611975,98,English,Released,7.7,2080
the+doctor+and+the+devils+1985,80368,tt0089034,The Doctor and the Devils,The Doctor and the Devils,False,0,Horror,null,en,Grave robbers supply a doctor with bodies to test on.,2.993009,/zT084DIfwCs2IpCRHZSo3qX6rxa.jpg,,,1985-10-04,0,93,English,Released,5.8,8
the+bothersome+man+2006,13318,tt0808185,The Bothersome Man,Den brysomme mannen,False,0,"Comedy, Drama, Fantasy",null,no,"Forty-year-old Andreas arrives in a strange city with no memory of how he got there. He is presented with a job, an apartment - even a wife. But before long, Andreas notices that something is wrong. Andreas makes an attempt to escape the city, but he discovers there's no way out. Andreas meets Hugo, who has found a crack in a wall in his cellar. Beautiful music streams out from the crack. Maybe it leads to ""the other side""? A new plan for escape is hatched.",3.422864,/uBoT1iVPeMi1gkzIkFG2mpnhFZU.jpg,Sandrew Metronome Norge,"Iceland, Norway",2006-05-26,0,90,Norsk,Released,6.9,68
anne+of+green+gables+1985,17663,tt0088727,Anne of Green Gables,Anne of Green Gables,False,0,"Drama, Family",http://www.anneofgreengables.com/,en,"At the turn of the century on Prince Edward Island, Matthew Cuthbert and his sister Marilla decide to take on an orphan boy as help for their farm. But they get an unexpected jolt when they're mistakenly sent a girl instead: Anne Shirley. Anne's a dreamer with an unusual point of view, far removed from Marilla's pragmatic ways, and it's only on trial that Marilla agrees to keep Anne.",7.222048,/rw12vUIMVXqUbqYDmKamUCI4CVs.jpg,Sullivan Entertainment,United States of America,1985-12-01,0,199,English,Released,8.2,71
papillon+1973,5924,tt0070511,Papillon,Papillon,False,12000000,"Crime, Drama",null,en,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",15.698433,/q1tmTQvEWbJgf8eccX1XWXxWKkK.jpg,"Solar Productions, Allied Artists Pictures, Corona-General",United States of America,1973-12-13,53267000,151,"English, Español",Released,7.8,445
the+life+and+death+of+colonel+blimp+1943,25037,tt0036112,The Life and Death of Colonel Blimp,The Life and Death of Colonel Blimp,False,0,"War, Comedy, Drama, Romance",null,en,"General Clive Candy lives through four decades of war and peace - from the Boer War to World War II - trying to stay true to his belief that ""right will always defeat might"" and trying to stay relevant while the world changes irrevocably around him.",2.982447,/v59sVFyekAIlRlOPWVR1zXTpNpf.jpg,"The Rank Organisation, The Archers, Independent Producers",United Kingdom,1943-06-10,0,163,"English, Français, Deutsch",Released,7.9,44
non-stop+2013,240913,tt2857160,Non-Stop,Non-Stop,False,0,"TV Movie, Drama, Mystery, Thriller",http://www.mylifetime.com/movies/non-stop,en,"Mysterious emotional thriller about a woman who, after being left at the altar, has a brief liaison with a handsome stranger on a plane which ultimately puts her – and everyone else on the flight – in terrible danger.",1.742471,/p8BiU5BYcZXl8ApuNFmwJ4yoLyb.jpg,Check Entertainment,United States of America,2013-11-29,0,90,English,Released,5.7,17
everything+you+always+wanted+to+know+about+sex+*but+were+afraid+to+ask+1972,11624,tt0068555,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,False,2000000,Comedy,null,en,"A collection of seven vignettes, which each address a question concerning human sexuality.",5.378481,/oj0uS7uBeInJDFEM5jwHnnlzJo3.jpg,United Artists,United States of America,1972-08-06,18016290,88,"English, Italiano",Released,6.6,218
besieged+1998,44297,tt0149723,Besieged,L'assedio,False,0,"Drama, Romance",null,en,"When an African dictator jails her husband, Shandurai goes into exile in Italy, studying medicine and keeping house for Mr. Kinsky, an eccentric English pianist and composer. She lives in one room of his Roman palazzo. He besieges her with flowers, gifts, and music, declaring passionately that he loves her, would go to Africa with her, would do anything for her. ""What do you know of Africa?,"" she asks, then, in anguish, shouts, ""Get my husband out of jail!"" The rest of the film plays out the implications of this scene and leaves Shandurai with a choice.",5.435716,/e0WeMiSyULbRHt33gkpnYgLrTRq.jpg,"Mediaset, Fiction Films, Navert Film","Italy, United Kingdom",1998-09-14,0,93,"English, Italiano, Kiswahili",Released,7.2,14
whatever+happened+to+harold+smith+2000,49922,tt0194530,Whatever Happened to Harold Smith?,Whatever Happened to Harold Smith?,False,0,Comedy,null,en,"It's 1976, and Vinny is a confused teenager who can't decide whether he is a disco king or a proto punk rocker.",0.954525,/gIg9npmb46nHWdnsa5Eix8faK8d.jpg,"October Films, Arts Council of England, Intermedia Films, West Eleven Films","United Kingdom, United States of America",2000-03-10,0,95,English,Released,6.6,8
yes+man+2008,10201,tt1068680,Yes Man,Yes Man,False,70000000,Comedy,null,en,Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,9.756289,/zqSqnHb045TN8Lzt2X4IVy8dfAW.jpg,"Village Roadshow Pictures, The Zanuck Company, Heyday films, Warner Bros.",United States of America,2008-12-09,225990978,104,"Eesti, English, 한국어/조선말",Released,6.4,1869
once+upon+a+time+in+the+west+1968,335,tt0064116,Once Upon a Time in the West,C'era una volta il West,False,5000000,Western,null,it,This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,15.589351,/giwzmbbRZDva184wBOHDXlrmBa3.jpg,"Paramount Pictures, Rafran Cinematografica, Finanzia San Marco","Italy, Spain, United States of America",1968-12-21,5321508,175,English,Released,8.1,1160
the+barber+2001,48843,tt0280462,The Barber,The Barber,False,0,Horror,null,en,"A weary town faces a long, dark winter.",0.590398,/9ym8gZOOMfuLldYlRNaJzmWLaDx.jpg,,,2001-08-01,0,94,,Released,4.7,9
dark+blue+world+2001,15813,tt0244479,Dark Blue World,Tmavomodrý svět,False,5000000,"Action, Drama, War",null,cs,"Lt. Franta Slama is a top pilot in the Czech Air Force who is assigned to train a promising young flier, Karel Vojtisek, and they soon become friends. When Nazi Germany invades Czechoslovakia in 1939, they both reject the authority of their new leaders and escape to England where they join other Czech exiles in the RAF. While flying a mission over England, Karel crash lands and happens upon the farmhouse of Susan, a young woman whose husband is in the Navy. Karel soon falls head over heels for Susan but, while they enjoy a brief fling, in time Susan decides she prefers the company of the older and more worldly Franta. As Franta and Karel struggle to maintain their friendship despite their romantic rivalry.",2.702716,/bRKm51hjnrK02rdwN612Fet1BND.jpg,"Portobello Pictures, Eurimages, Helkon Media AG, Fandango, Česká televize, Biograf Jan Svěrák, Phoenix Film Investments, The Czech Republic State Fund for Support and Development of Cinematography","France, Czech Republic, Denmark, Germany, Italy, United Kingdom",2001-05-17,0,112,"Český, English, Deutsch, Slovenčina",Released,6.7,22
shake+it+2001,14893,tt0273719,Shake It,En kort en lang,False,0,"Comedy, Drama",null,da,"Jacob is a young man used to getting everything he wants. For several years, he has been living in a happy homosexual partnership with Jørgen, and one night Jacob decides to pop the big question to Jørgen. Jørgen happily accepts Jacobs marriage proposal, but then something happens: Jacob falls in love with a girl, and not just any girl. The girl is Caroline, married to Jørgens younger brother Tom.",0.891316,/vbNPhz8QBtM1FScOJc7nmBqokre.jpg,"Angel Productions, ApolloMedia",Denmark,2001-11-16,0,98,Dansk,Released,6.6,14
desperate+journey+1942,55236,tt0034646,Desperate Journey,Desperate Journey,False,0,"Action, Drama, War",null,en,"When Flight Lt Forbes and his crew are shot down after bombing their target, they discover valuable information, about a hidden German aircraft factory, that must get back to England. In their way across Germany, they try and cause as much damage as possible. Then with the chasing Germans about to pounce, they come up with an ingenious plan to escape.",1.204787,/6Lk7LKiQ8WCZMc6ZlCWRo3abfKU.jpg,Warner Bros.,United States of America,1942-09-25,0,107,"Deutsch, English",Released,7.0,2
the+way+i+spent+the+end+of+the+world+2006,96010,tt0799991,The Way I Spent the End of the World,Cum mi-am petrecut sfârșitul lumii,False,0,Drama,null,ro,"Bucharest 1989 - the last year of Ceausecu's dictatorship. Eva lives with her parents and her 7 year old brother, Lalalilu. One day at school, Eva and her boyfriend accidentally break a bust of Ceausescu. They are forced to confess their crime before a disciplinary committee and Eva is expelled from school and transferred to a reformatory establishment. There she meets Andrei, and decides to escape Romania with him. Lalalilu becomes convinced that Ceausescu is the main reason for Eva's decision to leave. So with his friends from school he devises a plan to kill the dictator.",1.459135,/hNlT6mv0EmJG3aks5qUqw3igBlr.jpg,"Eurimages, Canal+, Strada Film, Les Films Pelléas, Sundance / NHK International Filmmakers Award, Sundance Institute, The, Cofimage 17, Uni Etoile 3, Acht Frankfurt, Briarcliff Films, Centrul National al Cinematografiei (CNC), NEP, SEE Cinema Network, Sofica Soficinéma 2",Romania,2006-09-15,0,106,Română,Released,5.8,9
apocalypse+now+1979,28,tt0078788,Apocalypse Now,Apocalypse Now,False,31500000,"Drama, War",http://www.apocalypsenow.com,en,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",13.5963,/jcvJ2xcVWU9Wh0hZAxcs103s8nN.jpg,"United Artists, Zoetrope Studios",United States of America,1979-08-15,89460381,153,", English, Français, Tiếng Việt",Released,8.0,2112
deep+rising+1998,9457,tt0118956,Deep Rising,Deep Rising,False,45000000,"Adventure, Action, Horror, Science Fiction",null,en,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.",6.922458,/hJ1Zhz6MMAHgeSlf7UBCHZKm0QM.jpg,"Hollywood Pictures, Cinergi Pictures Entertainment, Calimari Productions","Canada, United States of America",1998-01-30,11203026,106,"한국어/조선말, English",Released,6.0,155
the+quiet+american+2002,8198,tt0258068,The Quiet American,The Quiet American,False,30000000,"Drama, Action, Thriller, Romance",null,en,"A stylish political thriller where love and war collide in Southeast Asia. Set in early 1950s Vietnam, a young American becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a British journalist. As war is waged around them, these three only sink deeper into a world of drugs, passion, and betrayal where nothing is as it seems.",8.230447,/v5C4z1tX7QOQMP9eHLcUC1rs4ud.jpg,"Miramax Films, Intermedia Films, Mirage Enterprises",United States of America,2002-11-22,27674124,101,"English, Français, Tiếng Việt",Released,6.5,82
the+day+they+robbed+the+bank+of+england+1960,86225,tt0053752,The Day They Robbed the Bank of England,The Day They Robbed the Bank of England,False,0,"Crime, Drama",null,en,"London at the turn of the century. Three men is on a mission from the IRA to steal all the gold in the vaults of the Bank of England. Norgate, their leader, discovers the bank's weak spot: an old forgotten sewer straight under the vaults.",0.468764,/g9oZA5WAGQfZSw7vD0aeg6RXDfY.jpg,"Metro-Goldwyn-Mayer (MGM), Summit Film",United Kingdom,1960-09-04,0,85,English,Released,6.1,4
splash+1984,2619,tt0088161,Splash,Splash,False,8000000,"Comedy, Fantasy, Romance",null,en,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",8.441602,/nP4O0DUMvqlxvptcjOHdyzK0T2Y.jpg,Touchstone Pictures,United States of America,1984-03-09,69821334,111,"English, Italiano",Released,6.1,328
gladiator+2000,98,tt0172495,Gladiator,Gladiator,False,103000000,"Action, Drama, Adventure",null,en,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",23.186667,/6WBIzCgmDCYrqh64yDREGeDk9d3.jpg,"DreamWorks SKG, Universal Pictures, Scott Free Productions, Red Wagon Entertainment, Mill Film, C & L, Dawliz","United Kingdom, United States of America",2000-05-01,457640427,155,English,Released,7.9,5566
pawn+shop+chronicles+2013,199420,tt1741243,Pawn Shop Chronicles,Pawn Shop Chronicles,False,5000000,"Action, Comedy",null,en,"The stories of a missing wife, a couple of meth heads and an Elvis impersonator are connected by the items found in a small town's pawn shop.",6.637114,/aC1UOsq7G4oGVSzpog0iNkxKA88.jpg,"120dB Films, Louisiana Media Productions, Mimran Schur Pictures, Upload Films, Suretone Pictures, Laguna Ridge Pictures",United States of America,2013-07-12,0,107,English,Released,5.6,74
sam+peckinpahs+west+legacy+of+a+hollywood+renegade+2004,239706,tt0410554,Sam Peckinpah's West: Legacy of a Hollywood Renegade,Sam Peckinpah's West: Legacy of a Hollywood Renegade,False,0,Documentary,null,en,"Spattered with blood and controversy, Sam Peckinpah's Westerns revolutionized their genre. SAM PECKINPAH'S WEST: LEGACY OF A HOLLYWOOD RENEGADE goes in search of the man behind these legendary films. Through a poignant array of film clips and rare interviews, the documentary reveals a tortured artist whose genius and demons changed the Western forever. Interviewees include actor/director Billy Bob Thornton, Benicio Del Toro, Paul Schrader, film critic Roger Ebert, actors who worked with Peckinpah such as Harry Dean Stanton, Stella Stevens, L.Q. Jones and others. The personal side of Peckinpah will feature interviews with family members, sister Fern Lee, son Mathew Peckinpah, plus exclusive home movies and photos.",0.853458,/i1GfXJiqu1ej86Wz1WzjC7rO2kv.jpg,,,2004-07-25,0,89,,Released,6.0,1
big+shot+confessions+of+a+campus+bookie+2002,95997,tt0299535,Big Shot: Confessions of a Campus Bookie,Big Shot: Confessions of a Campus Bookie,False,0,Drama,null,en,"Moyher's good boy Benny Silman from Brooklyn becomes an economics student at Arizona State University for the sun and sexy girls- and the proximity of gambling paradise Las Vegas. Benny aces his studies, being a mathematical genius, but the one who earns money from him at sports is bookie Troy, who however recruits him as subcontractor, making a few thousand for himself. The next year Benny starts for himself, with a few dozen student vassals, and makes a hundredfold.",0.11926,/rhZbzI3DNMMbe93Voy27LoJKhk1.jpg,,,2002-03-31,0,88,English,Released,5.3,3
crazy+kind+of+love+2013,191566,tt1946310,Crazy Kind of Love,Crazy Kind of Love,False,0,"Comedy, Drama, Romance",null,en,A broken family finds their relationships to one another changed by a new arrival in the household.,7.471364,/aXuW9ph389igjU92aya5ma6bzk6.jpg,Lighthouse Home Entertainment,United States of America,2013-05-31,0,100,English,Released,5.6,16
the+equalizer+2014,156022,tt0455944,The Equalizer,The Equalizer,False,55000000,"Thriller, Action, Crime",null,en,"In The Equalizer, Denzel Washington plays McCall, a man who believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when McCall meets Teri (Chloë Grace Moretz), a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",17.618057,/2eQfjqlvPAxd9aLDs8DvsKLnfed.jpg,"Columbia Pictures, Village Roadshow Pictures, Escape Artists, Mace Neufeld Productions, LStar Capital, Lonetree Entertainment",United States of America,2014-09-24,192330738,132,English,Released,7.1,2997
cleaner+2007,13252,tt0896798,Cleaner,Cleaner,False,25000000,"Crime, Thriller, Mystery",null,en,"Single father and former cop Tom Cutler has an unusual occupation: he cleans up death scenes. But when he's called in to sterilize a wealthy suburban residence after a brutal shooting, Cutler is shocked to learn he may have unknowingly erased crucial evidence, entangling himself in a dirty criminal cover-up.",8.351152,/lsPa3jwfBc14qE62duN8eaTO9Rx.jpg,"Nu Image Films, Millennium Films",United States of America,2007-09-11,0,88,English,Released,5.9,201
the+doctor+takes+a+wife+1940,108200,tt0032397,The Doctor Takes a Wife,The Doctor Takes a Wife,False,0,Comedy,null,en,A best-selling author of women's issues and a medical academic find it is to their mutual advantage to falsely claim that they are married.,0.559264,/THD1Y6qiRk4w4sNBwC8d41mjTE.jpg,Columbia Pictures Corporation,United States of America,1940-04-25,0,88,English,Released,7.0,2
dragon+ball+z+broly+-+the+legendary+super+saiyan+1993,34433,tt0142242,Dragon Ball Z: Broly - The Legendary Super Saiyan,ドラゴンボールＺ 燃え尽きろ!!熱戦・烈戦・超激戦,False,0,"Animation, Adventure, Family",null,ja,"As Goku investigates the destruction of the Southern Galaxy, Vegeta is taken to be King of the New Planet Vegeta, and to destroy the Legenday Super Saiyan, Brolly.",7.348249,/3eHIyNW0MqTsQtijfuFeGUXlH4m.jpg,Toei Animation,Japan,1993-03-06,0,70,,Released,7.3,134
pauly+shore+is+dead+2003,27202,tt0284674,Pauly Shore Is Dead,Pauly Shore Is Dead,False,0,Comedy,null,en,"Hollywood comedian/actor Pauly Shore loses everything: his house, nobody in Hollywood wants to represent him, he moves back home with his mom and is now parking cars at the Comedy Store. Then one night when he's up in his mom's loft, a dead famous comedian appears who tells Pauly to kill himself cause he'll go down as a comedic genius who died before his time. Pauly then fakes his own death, and the media goes crazy. Celebrities are talking about him on MTV and girls are fighting over him on Jerry Springer. It's everything that he wanted...his plan worked. A week or so later the LAPD is tipped off about his whereabouts and they break down the door of the seedy motel room that he's hiding out in and throw him in LA County's celebrity wing.",2.091305,/pBlRkq27eqCQRBQk5oKC9ViGiIJ.jpg,Landing Patch Productions,United States of America,2003-03-11,0,82,English,Released,4.9,20
high+school+1968,60315,tt0064429,High School,High School,False,0,Documentary,null,en,Documentary filmmaker Frederick Wiseman takes us inside Northeast High School as a fly on the wall to observe the teachers and how they interact with the students.,0.312707,/7VX3LgmT87rDYAndBWhj1mn15yq.jpg,,United States of America,1968-05-01,0,75,"Español, English, Français",Released,6.9,7
beer+wars+2009,19837,tt1326194,Beer Wars,Beer Wars,False,0,Documentary,http://beerwarsmovie.com,en,"In America, size matters. The bigger you are, the more power you have, especially in the business world. Anat Baron takes you on a no holds barred exploration of the U.S. beer industry that ultimately reveals the truth behind the label of your favorite beer. Told from an insider’s perspective, the film goes behind the scenes of the daily battles and all out wars that dominate the industry.",0.876713,/3F38bPjg1nPu0Xc56uEHpuSO6j7.jpg,,United States of America,2009-04-16,0,89,English,Released,5.9,7
twice+upon+a+time+2012,139725,tt1808426,Twice Upon a Time,Quand je serai petit,False,0,Drama,null,fr,"Mathias, aboard a ship with his wife, sees a boy with a striking resemblance to himself and is called - Mathias. He then tracks him to a town north of France to discover that the boys parents are exactly like his parents, only to know that his life is payed over again just 30 years post. He then chooses to be the guest in his own life, while he has a life to live at hand.",1.392492,/5IcUEspxGWDoNtR9JOpxnK68mW5.jpg,"Centre National de la Cinématographie, Mars Films, Canal+, Elia Films, C.R.R.A.V. Nord Pas de Calais, Orange Cinéma Séries, Cofimage 23",France,2012-06-13,0,90,Français,Released,6.2,9
riding+giants+2004,291,tt0389326,Riding Giants,Riding Giants,False,2600000,Documentary,http://www.sonyclassics.com/ridinggiants/,en,Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.,2.203949,/A7QTmd5wzeJKkr2FZCcqsefrku1.jpg,,"France, United States of America",2004-07-09,3166000,105,English,Released,7.6,23
moon+man+2012,135832,tt2397521,Moon Man,Der Mondmann,False,12000,Family,null,de,"One night, a shooting star appears, whizzing through outer space towards the moon. Moon Man seizes his chance, grabs the speeding comet by the tail and hitches a ride to earth. This 'attack from outer space' sets the alarm bells ringing in the Presidential Headquarters. While escaping the President and his soldiers, Moon Man sets off on a long journey and marvels at the many wonders the earth has to offer – and he realizes how much children love and need him.",1.211827,/7GiIG7pqZZ4WgROvywNfbNmZrFY.jpg,"Cartoon Saloon, Schesch Filmkreation","Ireland, France, Germany",2012-12-19,0,95,Deutsch,Released,6.8,9
third+star+2010,75170,tt1510906,Third Star,Third Star,False,0,Drama,null,en,"James and his three closest lifelong friends go on an ill-advised trip to the stunning coastal area of Barafundle Bay in West Wales. What follows is a touching and comical adventure dealing with friendship, heroism and love.",2.380795,/u6adzbQG4D1imn8GNfvVuNfJMjO.jpg,,United Kingdom,2010-06-01,0,92,English,Released,7.5,47
unbreakable+2000,9741,tt0217869,Unbreakable,Unbreakable,False,75000000,"Science Fiction, Thriller, Drama",null,en,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",14.67855,/pvL37V88plePxFSszCbV3wRHiBm.jpg,"Limited Edition Productions Inc., Touchstone Pictures, Blinding Edge Pictures, Barry Mendel Productions",United States of America,2000-11-13,248118121,106,English,Released,6.9,1994
bang+bang+youre+dead+2002,16876,tt0288439,Bang Bang You're Dead,Bang Bang You're Dead,False,0,"Drama, Thriller",null,en,"Trevor is a troubled high school student, thanks to the effects of bullying. This is the story of his fight to break free.",3.273855,/yJ0BmS0ib3ADdPrZq0HuKbJzzXq.jpg,Every Guy Productions,"Canada, United States of America",2002-06-07,0,87,English,Released,7.2,53
they+died+with+their+boots+on+1941,17382,tt0034277,They Died with Their Boots On,They Died with Their Boots On,False,0,"Drama, Romance, War, Western",null,en,"The story follows General George Armstrong Custer's adventures from his West Point days to his death. He defies orders during the Civil War, trains the 7th Cavalry, appeases Chief Crazy Horse and later engages in bloody battle with the Sioux nation.",2.454775,/kXSOzieQZiXivGpG26vG825SRrx.jpg,Warner Bros.,United States of America,1941-11-01,0,140,Italiano,Released,6.1,20
blithe+spirit+1945,19072,tt0038363,Blithe Spirit,Blithe Spirit,False,0,"Fantasy, Drama, Comedy, Romance",null,en,"An English mystery novelist invites a medium to his home, so she may conduct a séance for a small gathering. The writer hopes to gather enough material for the book he's working on, as well as to expose the medium as a charlatan. However, proceedings take an unexpected turn, resulting in a chain of supernatural events being set into motion that wreak havoc on the man's present marriage.",3.219717,/qyIje0zSJ8vxCDMPcXpnjCGM8Mc.jpg,"Two Cities Films, Noel Coward-Cineguild",United Kingdom,1945-05-14,0,96,English,Released,5.9,25
get+low+2010,44718,tt1194263,Get Low,Get Low,False,7500000,"Comedy, Drama, Mystery",null,en,"A movie spun out of equal parts folk tale, fable and real-life legend about the mysterious, 1930s Tennessee hermit who famously threw his own rollicking funeral party... while he was still alive.",4.678848,/kLw9J6Rp3surSUKZbmJ9KZDwFBT.jpg,"K5 International, Zanuck Independent, David Gundlach Productions",United States of America,2010-01-22,0,103,"English, Français",Released,6.5,100
gangster+squad+2013,82682,tt1321870,Gangster Squad,Gangster Squad,False,60000000,"Crime, Drama, Action, Thriller",http://gangstersquad.warnerbros.com/,en,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",8.581558,/qutxlK5ggpFZ2Cq0a4sOUsUNvKB.jpg,"Village Roadshow Pictures, Lin Pictures, Warner Bros., Langley Park Production",United States of America,2013-01-10,105200903,113,English,Released,6.2,1805
the+shape+of+things+2003,22958,tt0308878,The Shape of Things,The Shape of Things,False,0,"Comedy, Drama, Romance",null,en,"Quiet, unassuming Adam is changing in a major way, thanks to his new girlfriend, art student Evelyn. Adam's friends are a little freaked by the transformation.",2.897666,/9Fi7T0WLQThhIY4XZK0mt6YukzY.jpg,"StudioCanal, USA Films, Pretty Pictures, Working Title Films","France, United Kingdom, United States of America",2003-01-01,0,96,English,Released,6.4,38
a+short+history+of+decay+2014,251987,tt2265050,A Short History of Decay,A Short History of Decay,False,0,Comedy,null,en,"""A Short History of Decay"" tells the story of Nathan Fisher, a thirty-something Brooklyn “hipster” (Greenberg) whose writing career is stalled, much to the chagrin of his ambitious live-in girlfriend, Erika (Chriqui). When she unceremoniously dumps him, Nathan retreats into a depressive funk, not knowing where to turn-- finish the novel? work on the play?-- when he gets a call from his brother in Florida telling him his father has been hospitalized. Racing down to ""snowbird"" central, Nathan finds his father (Yulin) on the mend (albeit grumpy), and his normally addled mother (Lavin) a bit hazier than usual. His quick visit turns into an extended stay during which he discovers that his aging parents are actually in much better control of their lives than he is. He also meets a woman (Perkins)--his mother's manicurist, no less-- who is the polar opposite of Erika, but who may just be exactly what Nathan needs.",0.660643,/bFTeE3HZyA7cTAGjOOZTwGdvyL.jpg,,"Hungary, United States of America",2014-05-16,0,94,"English, Magyar",Released,6.0,2
mr.+turner+2014,245700,tt2473794,Mr. Turner,Mr. Turner,False,0,"History, Drama",null,en,"Eccentric British painter J.M.W. Turner  lives his last 25 years with gusto and secretly becomes involved with a seaside landlady, while his faithful housekeeper bears an unrequited love for him.",6.328696,/uZkqc8bHT0XPQrCKZV8QAtmT4cI.jpg,"Film4, Lipsync Productions, Thin Man Films, Focus Features International (FFI), France 3 Cinema, Xofa Productions, Untitled 13",United Kingdom,2014-10-31,5405500,150,English,Released,6.3,207
micki++maude+1984,42094,tt0087718,Micki & Maude,Micki & Maude,False,0,"Romance, Comedy",null,en,"TV reporter Rob Salinger is married to Micki, but because she's always busy working, they hardly ever spend time together. One night at which he got stood up by Micki again, Rob meets cellist Maude and they soon get romanticly involved. When it turns out Maude is pregnant with his baby, Rob decides to marry Maude. When he's on the verge of telling Micki, she tells him she's pregnant, so he doesn't have the heart to leave her, but he marries Maude anyway. Now married to two pregnant women who don't know about each other, Rob has a busy time taking care of both and keep them from finding out.",1.053524,/9qBKfV3PMY2wNdO1Lijq5QvAoJ9.jpg,"Columbia Pictures, BBE",United States of America,1984-12-21,0,118,English,Released,6.0,13
flickering+lights+2000,10180,tt0236027,Flickering Lights,Blinkende lygter,False,0,"Action, Comedy, Crime",null,da,"Four small gangsters from Copenhagen trick a gangster boss: they take over 4,000,000 kroner which they were supposed to bring him. Trying to escape to Barcelona they are forced to stop in the countryside, in an old, wrecked house, hiding there for several weeks. Slowly, one after another, they realize, that they would like to stay there, start a new life.",2.553711,/jWfHOfnbwIAbfgRBm9TSu6syNY8.jpg,M&M Productions,Denmark,2000-11-03,0,109,Dansk,Released,7.1,49
